gene_name	significant	difference	logpval
MFI2	NA	0.183369994163513	0.217470118032934
TMCO1	NA	-0.19878625869751	0.641567746894242
RAB5C	NA	0.374200105667114	0.561380763533057
UPP1	NA	0.268830537796021	0.262430341901595
STPG1	NA	0.281081318855286	1.07086720648395
KDM5B	NA	0.290209054946899	0.635906803526868
PCMTD1	NA	0.2708899974823	0.391423857622092
FAM188B	NA	0.7700275182724	0.448831479656085
MAP2K7	NA	0.145336389541626	0.571603591852724
FRMD8	NA	0.555898666381836	0.793302969903493
U2AF1	NA	-0.170831441879272	0.545459027088068
SNRPD2	NA	-0.359187364578247	0.64780227874492
LINC00528	NA	0.126869916915894	0.52423283795955
HCN2	NA	-0.188721865415573	0.251033630670894
WASH4P	+	1.09609472751617	3.04381748586789
HCG27	NA	0.415634036064148	0.875015747383426
TNNT1	NA	-0.428485453128815	0.0983794843474762
GLYCTK	NA	0.134336471557617	0.204012798466118
XKR5	NA	-0.250407814979553	0.380124869082938
SLC35B3	NA	0.0863480567932129	0.326605869627398
CAMK1	NA	-0.129356622695923	0.109045463430956
H6PD	NA	0.229147911071777	0.493176317643669
WFDC1	NA	0.863025188446045	0.842710143739819
RPS6KB1	NA	0.273654222488403	0.389452500287579
PHYKPL	+	0.389485836029053	1.90937604887686
ZC3H4	NA	-0.308371782302856	0.616784896055732
FAM65A	NA	0.314693450927734	0.697949317970012
GPErik	NA	0.0258511900901794	0.00579576136157594
GYPA	NA	0.0258511900901794	0.00579576136157594
NME1-NME2	NA	-0.0186982154846191	0.0427570910246645
NME2	NA	-0.0186982154846191	0.0427570910246645
CBL	NA	0.126263618469238	0.187380714052738
SMAP1	NA	0.00366950035095215	0.00728640307707808
EVPL	NA	0.188696622848511	0.0590058462980942
BLM	NA	-0.260303020477295	1.04928920997209
TCIRG1	NA	0.105302810668945	0.172534819749746
TTC5	NA	-0.197786092758179	0.389919356867074
EPB41L2	NA	-0.212769985198975	0.822404984473846
LDHA	NA	0.130952835083008	0.159827201148941
DNMT3A	NA	0.381221771240234	0.627377299649945
PDE5A	NA	0.960562229156494	0.284298433967928
XRCC6BP1	NA	0.148186445236206	0.338308911036793
ZNF304	NA	0.166189432144165	0.537825697610776
TRAPPC4	NA	0.00401520729064941	0.00625559015723601
ATP6AP2	NA	0.0464155673980713	0.0485302212977688
PLIN4	NA	1.12658828496933	1.17678688429547
GNA12	NA	0.550317049026489	0.675899461862785
UNC79	+	0.667779862880707	1.72284529619555
ASUN	NA	-0.0679116249084473	0.144048929221779
ACOX2	NA	0.318272054195404	0.23989518994215
C10orf47	NA	-0.0722002983093262	0.068268982437232
PROSER2	NA	-0.0722002983093262	0.068268982437232
HNRNPA2B1	NA	-0.298420429229736	1.07862997903978
PPP1R7	NA	-0.197151184082031	0.725843401379234
PES1	NA	-0.0314040184020996	0.0578313752426656
HSDL2	NA	0.11331582069397	0.19954920328932
STARD5	NA	-0.0611943006515503	0.10493029556988
PTCD3	NA	-0.060197114944458	0.174133807687898
DNAJC8	NA	-0.188702583312988	0.977024934930864
SPRED2	NA	-0.134757280349731	0.245085539656226
FLYWCH2	NA	0.0756456851959229	0.118867821321177
ZNF585B	NA	0.363023400306702	1.17687200061738
SMCR8	NA	0.218036890029907	0.854814579289416
ASB2	NA	-0.544808864593506	0.523626623410719
MZT2A	NA	-0.203425407409668	1.25410527745291
EXOSC7	NA	-0.281901597976685	1.08015180426077
FAM86C1	NA	-0.304301500320435	0.605549494254292
METTL18	NA	-0.0468417406082153	0.0726348445045108
WIZ	NA	0.472269058227539	0.768164936151287
PIGA	NA	0.0944921970367432	0.180277826443578
MSANTD3	NA	-0.103826761245728	0.304681063123123
PLOD1	NA	0.0886545181274414	0.241487571086878
NRD1	NA	-0.0271146297454834	0.0867382668025255
FARS2	NA	-0.199710130691528	0.746704167746888
DDX60L	+	0.380523443222046	1.39340402740772
VNN2	NA	0.123650431632996	0.119454554107202
PPP4C	NA	0.0852758884429932	0.261728536322837
ALAS2	NA	-0.123384356498718	0.0262931749827571
JAKMIP3	+	0.829752683639526	1.89148951945058
RCN3	NA	0.218269944190979	0.199245382667445
ZFYVE28	NA	0.447771430015564	0.42425889761297
ATP6V1C2	NA	-0.261125087738037	0.453302346753555
RCAN3	NA	1.44112026691437	1.17068826528349
GALC	+	0.449385643005371	1.66258935439354
EID2B	NA	-0.103553652763367	0.366456714672149
ZBTB21	NA	0.126131772994995	0.153350176406559
ZNF295	NA	0.126131772994995	0.153350176406559
SUOX	NA	-0.0775268077850342	0.0446762310653465
FAM131B	NA	-0.303544580936432	0.267651617533004
RNF24	NA	0.268386363983154	0.444989881367446
DROSHA	NA	0.106872081756592	0.296111412718412
BCL7C	NA	-0.125042915344238	0.47599143819207
LEMD2	NA	0.198266744613647	0.526208008116786
PRDM10	NA	0.00974011421203613	0.0187246321163835
GNG11	NA	0.982210636138916	0.35635831247158
VPS18	NA	0.233392477035522	0.792549345651942
RNF5	NA	0.0809121131896973	0.137658431537149
SPRY3	NA	0.386766195297241	0.912430363758634
CDK8	NA	-0.0879902839660645	0.260898051261493
PCBP3	NA	0.211716294288635	0.207000504341669
PEMT	NA	-0.0410170555114746	0.0551942227114877
PLK3	NA	0.23302173614502	0.576669231674248
DOC2A	NA	0.300128936767578	0.442850116871425
LNPEP	NA	0.0832703113555908	0.185345561985104
MRPL22	NA	-0.167469263076782	0.52090389589923
MERTK	+	0.957906126976013	1.74358657448663
ZBED3	NA	0.127686023712158	0.415206537004385
DOCK10	NA	0.239962816238403	0.24889948887349
DHDDS	NA	0.116907596588135	0.345709106712556
MGA	NA	0.107803344726563	0.306615799289876
BLOC1S5	NA	0.118737936019897	0.238740826076929
VPS45	NA	0.116828441619873	0.466265094851133
WDR83OS	NA	-0.309230208396912	0.5535699940432
NLGN3	NA	0.115883469581604	0.360562206020437
ARFGEF1	NA	0.120379686355591	0.342528893611923
SOSTDC1	NA	-1.07746380567551	0.420570756272063
ZNF850	NA	-0.0780844688415527	0.165062033524825
KLB	NA	0.0131167769432068	0.0187904158377421
CD48	NA	0.0548994541168213	0.0300826822680026
CAND1	NA	-0.140767335891724	0.446439300798926
SIDT2	+	0.600860118865967	1.395829492382
CAPN3	+	0.731820702552795	1.7681067640329
S100A8	NA	0.986400783061981	0.270782863356612
ZNF282	NA	0.0646660327911377	0.202458421423966
PRKACB	NA	0.35388445854187	0.555236959694604
BCAP29	NA	0.00670099258422852	0.0144631077199742
HOOK3	NA	0.034254789352417	0.0632428904224983
PIM2	NA	0.29003643989563	0.35458335794286
DHX15	NA	-0.136453628540039	0.359681084748318
SNX19	NA	0.189958333969116	0.557604339173115
IL4	NA	0.106299698352814	0.097594731438922
RAD54L	NA	-0.195253372192383	0.661910717787783
CHORDC1	NA	-0.0798740386962891	0.291493442258304
SLC18A2	NA	-0.321325540542603	0.247131572016132
NPM2	NA	0.550786733627319	0.290540609351366
ZNF180	NA	-0.0516409873962402	0.185411774996574
ATP6V0E1	NA	0.00828409194946289	0.024974772200661
CXCR1	NA	-0.268951177597046	0.164729286462966
N4BP1	NA	0.102066993713379	0.377190911080972
TBX19	+	0.694043397903442	2.36974496338418
DUS4L	NA	0.0377662181854248	0.165755120753434
AKR1C2	NA	0.612522959709167	0.348236602878584
DNPH1	NA	-0.086932897567749	0.085063829475731
EIF3I	NA	0.121677398681641	0.484597796585821
CCDC88B	NA	0.140820264816284	0.593314390129259
HMGB2	NA	-0.501572370529175	1.13329194634508
FAM185A	NA	-0.0286790132522583	0.0680614721743641
LSM2	NA	0.0165550708770752	0.0442865902764917
ZNF490	NA	0.244531035423279	0.500813069634263
FMO4	+	0.743919014930725	2.80794514966345
TFB1M	NA	-0.0688509941101074	0.166099061726393
ABCA1	+	3.42230260372162	3.52007518088924
NIF3L1	NA	-0.284232139587402	0.825323806120985
MUT	NA	-0.0202276706695557	0.0400926917837379
MCOLN2	NA	0.743026107549667	0.176912278673033
NUP160	NA	-0.170912981033325	0.530598716746736
VTA1	NA	-0.252941608428955	0.421569562964632
SIM2	NA	0.038000762462616	0.0266436715335382
ARHGAP23	NA	0.341269493103027	0.939905259547694
EML2	NA	0.186477899551392	0.572341208600564
PRG4	+	1.20480632781982	1.92060448224815
GPR35	+	1.14436089992523	2.23170061871813
PCDHGA2	NA	-0.0693835020065308	0.031196616583189
HLA-DPB1	NA	0.494492769241333	0.877689173855047
RDH12	NA	-0.315758615732193	0.416451956563819
KATNB1	NA	-0.0428411960601807	0.105059569847336
C17orf51	+	1.28296428918839	1.5935518657767
AZU1	NA	0.343332290649414	0.183315612741846
CREM	NA	0.355090498924255	0.907929514740821
ZDHHC6	NA	-0.0549569129943848	0.185276027431818
POU6F1	NA	0.505383968353271	0.954023099570194
C8orf7	NA	0.399375677108765	0.403329945740975
XKR6	NA	0.399375677108765	0.403329945740975
B3GNT4	NA	0.368482708930969	0.671016536200809
NUDT1	NA	-0.132568359375	0.540477301112325
RTN2	NA	0.060843825340271	0.150921234546139
TMED6	NA	0.355365812778473	0.287043938734398
DDX21	NA	-0.117158889770508	0.187418296453491
XYLT2	NA	0.179550409317017	0.610150545958042
SH3BGR	NA	0.549226522445679	0.461546787514957
NT5DC2	NA	-0.232552766799927	0.710518822176406
MIB2	+	0.555847406387329	1.98275302582423
C21orf91	NA	0.205792188644409	0.095273893131377907
EURL	NA	0.205792188644409	0.095273893131377907
ISG20L2	NA	0.0329582691192627	0.0503223460380903
ZFYVE19	NA	0.122933149337769	0.39636867224496
GCSH	+	-0.372323989868164	1.88541792375363
FBP1	NA	-0.084270715713501	0.154427406778002
STOX1	NA	0.566551983356476	0.262679568124329
ZNF566	NA	-0.00917375087738037	0.0153951802154962
MORF4L2	NA	-0.134785652160645	0.273616385591225
NAA30	NA	0.0536918640136719	0.0423789389141478
NAT12	NA	0.0536918640136719	0.0423789389141478
COX-2	NA	0.670596599578857	0.547046485763885
PTGS2	NA	0.670596599578857	0.547046485763885
ZZEF1	NA	0.207826137542725	0.766536790392761
SYNJ1	NA	0.424186944961548	1.2449115565286
CCDC90B	NA	0.0384693145751953	0.160750343721505
RNF220	NA	0.0909781455993652	0.529291019641085
UBE2Z	NA	0.199174880981445	0.172989484168565
FOCAD	NA	0.0324034690856934	0.0643994903762428
SLC5A10	NA	0.105514407157898	0.0344621935241719
ICA1	NA	0.316455364227295	0.660827346688545
ICAp69	NA	0.316455364227295	0.660827346688545
NCAPH	+	-0.430713176727295	2.07169482955166
DTWD2	NA	0.0764898061752319	0.0430799210205694
FGFR4	NA	-0.4462651014328	0.73220480334758
VWA5A	+	0.874300479888916	1.37242333709752
WDR36	NA	-0.0736494064331055	0.110906016541348
TRIM25	NA	0.274838447570801	0.582321173354481
MBOAT1	NA	0.144137859344482	0.261721609849048
TM9SF3	NA	-0.222366094589233	0.441327364755845
RAB34	NA	0.0841512680053711	0.120082909073999
XPO4	NA	0.0623221397399902	0.083879128104861
TMEM30A	NA	0.289559841156006	0.480424476047866
PPIL2	NA	0.0606098175048828	0.315133302196869
ECHDC3	NA	-0.048454761505127	0.0372335089061042
ZGRF1	NA	-0.201023578643799	0.486359073505211
C8orf76	NA	0.109259009361267	0.308864433164019
DDR1	NA	0.445811629295349	0.21624810421799
SPI1	NA	0.436132669448853	0.446171392801395
PGBD4	NA	0.281599283218384	0.55022306240525
ZNF780A	NA	0.0620299577713013	0.0966913990032989
PPARA	NA	0.00246083736419678	0.00161515548736812
ZNF425	+	0.669221162796021	1.7815243759894
ZNF778	NA	0.232575178146362	0.46592769623591
TROAP	NA	-0.227109670639038	1.21931903216818
SCPEP1	NA	0.229601621627808	0.229463364233291
TAF13	NA	0.303230285644531	0.412625972142197
FBXO28	NA	-0.619601011276245	0.670953944829073
PDIA3	NA	-0.114316701889038	0.186345262565904
ZNF408	NA	0.231055498123169	0.915582514125515
TTPAL	NA	-1.70190501213074	1.24770958657041
BTBD8	+	0.718314051628113	1.84336082120585
SLPI	NA	-0.19720870256424	0.0882434458370664
ITGB3BP	+	-0.352673768997192	2.22044687387219
ADSS	NA	-0.0974175930023193	0.361983001308822
PRG2	NA	0.161941289901733	0.0882481031220806
TOR4A	NA	0.0663547515869141	0.13671805326985
MED1	NA	0.0162243843078613	0.0356028855323644
RBM12	NA	-0.151605606079102	0.0592422950490993
NARS2	NA	-0.201157331466675	0.875776863678036
FAM175A	NA	0.236790657043457	0.386816673965239
ERO1LB	NA	0.125363349914551	0.3951045585872
PDCD4	NA	0.198187351226807	0.233000320832561
RBM43	NA	0.0743172168731689	0.111366767961329
TTLL1	NA	0.0412700176239014	0.136220500077608
CHD1	NA	0.081341028213501	0.211591698768731
NT5C3A	NA	0.174902677536011	1.1334465351495
SDAD1	NA	-0.0753104686737061	0.224479556812618
SBNO2	NA	0.48559832572937	1.039154392008
FCGRT	NA	0.593807935714722	1.27534504676287
HAUS5	NA	0.0144820213317871	0.0431906415108417
ZFHX2	NA	0.351512134075165	0.41781383168263603
ZNF622	NA	0.281163454055786	0.932393819790558
ANXA3	NA	0.0944907665252686	0.064534697434591
UBE2I	NA	-0.395258665084839	0.648058291935263
CEACAM19	NA	0.555219411849976	0.363813583165454
CMSS1	NA	-0.344846725463867	1.13689699375177
SZRD1	NA	0.00124025344848633	0.00418960256414937
PHACTR3	NA	-0.80920827388763406	0.272092896524851
GPSM2	NA	-0.0195717811584473	0.0531429017252558
NPIPB3	NA	0.292544841766357	0.858917553467652
FAF1	NA	-0.0644609928131104	0.228463531886255
IGF1R	NA	0.454727172851563	0.719744567880563
ADGRA3	NA	-0.121666431427002	0.496384506094794
GPR125	NA	-0.121666431427002	0.496384506094794
SLA	+	1.00273180007935	1.56174363965186
LRRC46	NA	0.347208261489868	0.476217566483592
PIH1D1	NA	-0.0330162048339844	0.0462974005978411
STAM	NA	0.188012838363647	0.395667193389017
QTRTD1	NA	0.0314295291900635	0.0760314202807185
DOCK1	NA	-0.080162525177002	0.100406384300028
PTPN12	NA	0.0369398593902588	0.0624612184690163
TMPRSS9	+	0.746124863624573	2.35516095115902
CES3	NA	0.24797511100769	0.181169789872599
RPS10-NUDT3	NA	-0.100538730621338	0.0665297655641756
TONSL	NA	-0.175041675567627	0.583729771528616
GPR141	NA	0.407530069351196	0.755716746362018
ZNF653	NA	0.206836342811584	0.384160814484799
TYK2	NA	0.154226779937744	0.629533963985824
HLA-DRB1	NA	0.0498762130737305	0.042041273147097
FAHD2B	NA	0.157808780670166	0.294754887469025
PSMB5	NA	-0.18940281867981	0.590047145913666
BDH1	NA	0.0517106056213379	0.13761808265946401
ARNT	NA	0.186544418334961	0.463290076185633
LRIG1	NA	3.38554382324219e-5	4.0040958818244e-5
C14orf79	NA	0.0928521156311035	0.329673641919286
RECQL	NA	-0.0785782337188721	0.254256215172097
TRAV8-3	NA	-0.493501216173172	0.54610888764561
TMOD1	NA	0.739169597625732	0.612311159544477
IFIT2	NA	0.203705549240112	0.237457682797792
FXYD6	NA	-0.427094876766205	0.138819444655318
MRPL10	NA	-0.254091262817383	0.423181827440487
PAQR3	NA	-0.330006837844849	0.538827936700141
DPYSL3	NA	-0.421250462532043	0.563591505751212
CXCL8	NA	1.61819303035736	1.27949802740528
NCAPH2	NA	-0.12462854385376	0.488156162004498
ANTXR2	NA	0.239241123199463	0.365488166124407
APBA2	NA	0.0205404758453369	0.0101439657236638
FAM212B	NA	0.21134340763092	0.268879946926922
MINOS1	NA	-0.162114143371582	0.386265281457094
SERPINI1	NA	0.684215068817139	1.11175190339621
ZNF763	NA	2.18961530923843	1.25721017167257
THOC1	NA	0.063248872756958	0.185392808402512
WDR66	NA	0.908365190029144	1.08324751915497
KTI12	NA	0.0563466548919678	0.165186427731439
MZT2B	NA	-0.095367431640625	0.408963171477323
PRKRIR	NA	-0.0381932258605957	0.108813100130285
ORC5	NA	-0.121697425842285	0.356320675444749
FAM208B	NA	0.0543692111968994	0.108346896131703
MCL1	NA	0.0186700820922852	0.0465061399662509
EXTL2	NA	0.02142333984375	0.0773783554043466
PBX1	NA	0.786285400390625	0.609949911604282
LAMTOR4	NA	-0.146687746047974	0.3010170254902
LMTK3	NA	0.334467470645905	0.23266566596687
GNG4	NA	0.542481273412704	0.389488599431445
EP400	NA	0.0018150806427002	0.00437584421014022
FCRL1	NA	-0.611388444900513	1.24503361822677
INSIG1	NA	-0.542196750640869	0.995372016190759
C19orf73	NA	-0.0516127347946167	0.0726575909174943
ADAMTSL4	NA	0.544442892074585	1.28314951345479
DNAJC3	NA	0.0346274375915527	0.0532052745026817
DENND1A	NA	0.142470598220825	0.402529117658154
TRMT44	+	0.306010246276855	1.88295161836192
APOBEC3D	NA	-0.146978616714478	0.300925844115497
bK150C2.9	NA	-0.146978616714478	0.300925844115497
ANAPC1	NA	-0.170003175735474	0.590105410116218
C7orf73	NA	0.0148184299468994	0.0398478234002211
ASGR1	NA	-0.322687387466431	0.390582977723084
PIGO	NA	-0.248543739318848	0.761229790962689
TNPO3	NA	0.0972819328308105	0.164694036262068
NDUFA3	NA	0.00771117210388184	0.0160945051033334
NR6A1	NA	-0.122907757759094	0.24051555576071
ITGB8	NA	0.285452723503113	0.14696376860718
MARVELD1	NA	0.0743110179901123	0.155944202152515
CPT2	NA	0.0240235328674316	0.0655918294513444
PI4K2A	NA	0.120994091033936	0.13811136223982
NREP	NA	-0.167518854141235	0.616165950172853
C14orf93	NA	0.0486792325973511	0.0860422006266369
PLCD4	NA	0.429252862930298	0.828005395676346
TTC39B	NA	0.414037346839905	0.356975359380851
SGTA	NA	-0.0481317043304443	0.134136927886541
KIF1B	NA	-0.140129089355469	0.162965302708013
KIF1Bbeta	NA	-0.140129089355469	0.162965302708013
DDO	NA	0.0292251110076904	0.0445839954612644
COPZ1	NA	0.0484836101531982	0.207645911102283
MFN2	NA	0.128059387207031	0.378645177952836
RBMS2	NA	1.16051113605499	0.543261678860652
GCNT2	NA	0.38371467590332	0.411748555130815
POLR2I	NA	-0.122171640396118	0.67379996346664806
IMMP2L	NA	0.31415057182312	0.602767167795562
AKAP17A	+	0.375289678573608	1.76674943477735
LIMD2	NA	0.0843470096588135	0.139050074948496
DCAF7	NA	-0.00830984115600586	0.0208754723920261
SNRNP35	NA	0.0597290992736816	0.229822175679534
RHOC	NA	0.29157280921936	0.337646689773782
SLC25A39	NA	0.0773515701293945	0.23345606636271
SERP1	NA	-0.0290689468383789	0.0879223987761074
CDS2	NA	0.124461650848389	0.538355329434215
LRRC32	NA	1.64188432693481	0.730432223993826
DCP2	NA	0.693098545074463	0.609739154593163
SEC11C	NA	-0.110115766525269	0.235921524963611
SEC11L3	NA	-0.110115766525269	0.235921524963611
EIF2AK2	NA	0.20239520072937	0.323294936756485
EIF3H	NA	0.188533067703247	0.339679667508669
CENPE	NA	-0.361198425292969	1.03710779199908
DPF2	NA	0.0704543590545654	0.22725137043965
NCAPG	+	-0.430018901824951	1.74526383561634
LRRIQ4	NA	0.00913149118423462	0.00682531210585887
PRICKLE3	NA	0.15624725818634	0.426648970726058
ENDOV	NA	0.481165409088135	0.980794011463017
INTS4	NA	0.109565258026123	0.336619444202177
TPM1	NA	0.564358472824097	0.746058947267487
FAM63A	NA	0.199594736099243	0.291588768513486
FAM212A	NA	0.0546562671661377	0.125694044333487
ZDHHC20	NA	-0.520843744277954	0.860834515939939
MAP7D1	NA	-0.084428071975708	0.245162526903756
SLC43A2	NA	0.49970006942749	0.630128388350251
ANKRD42	+	0.402106642723083	2.40508272221451
C9orf78	NA	0.0187530517578125	0.0273606558983932
TMEM232	NA	-0.108413279056549	0.141806474446713
BMP8A	+	0.468207478523254	2.14970175448745
TCRBV13S1	NA	0.022713303565979	0.00556828495958271
SMARCD1	NA	-0.294896602630615	0.719965742443459
PPP2CA	NA	-0.150668859481812	0.580212928351246
ABCC1	NA	0.300562858581543	0.879094300708226
IL18BP	NA	0.774319291114807	0.86983980166714
ADCK4	NA	0.214319944381714	1.03156399728989
PARP15	NA	0.223520278930664	0.439571726728141
PWWP2B	NA	0.189640998840332	0.753191063369679
ZC3H18	NA	0.0214552879333496	0.0591954467858843
DKFZp686N1252	+	0.287128686904907	1.3580455961118
TSC2	+	0.287128686904907	1.3580455961118
STRIP1	NA	0.175713539123535	0.769010960232956
METTL22	NA	0.125584363937378	0.405947171439088
RILP	NA	0.123131036758423	0.101178806170534
ZNF598	NA	0.169802904129028	0.669876097503031
ATP2A3	NA	-0.151535987854004	0.503364573094706
HCFC2	NA	0.225864410400391	0.602830150379818
DHRS11	NA	0.026932954788208	0.0284375124823648
RAB3D	NA	0.11631178855896	0.328017981966864
ZNF700	NA	0.0426318645477295	0.174616482462575
ACAD8	+	0.372233867645264	1.33674994294535
ZNF570	NA	0.841505765914917	0.765488557856119
ZNF528	NA	0.75797176361084	1.02264877752197
NEK2	+	-0.468355894088745	2.48698374322677
NOMO3	NA	0.02579665184021	0.0233867230874598
PCBP1	NA	-0.0478861331939697	0.115233432547349
CTHRC1	NA	0.139893412590027	0.158387759729314
C14orf101	NA	0.14393424987793	0.343876211828935
TMEM260	NA	0.14393424987793	0.343876211828935
AOC2	NA	0.035088062286377	0.043780273652522
TAF3	NA	3.96013259887695e-4	0.0010222490737541
ALDH3A1	NA	0.713110595941544	0.546758479392307
C9orf16	NA	0.114212989807129	0.356654797543257
TOMM22	NA	-0.180760145187378	0.606953401607634
MBLAC2	NA	-0.131183624267578	0.274289683201802
FZD6	NA	0.0180654525756836	0.0438112529540208
CASP4	+	0.277737140655518	1.3869647883603
ATF6B	NA	0.119833946228027	0.357563566101796
POLR1D	NA	0.182783603668213	0.396942873515426
PQLC3	NA	0.0868396759033203	0.283529199577592
RAN	NA	-0.360323429107666	1.27895013376276
PPT2	NA	0.387673139572144	0.718591760619341
PHGDH	+	-0.57107949256897	1.59596115053341
CELSR3	NA	-0.198132634162903	0.0696524048978341
CCDC91	NA	-0.243936777114868	0.778027981340101
PTS	NA	0.0908820629119873	0.193863592644635
RAB27B	NA	-0.436843872070313	0.530973014866629
PRMT1	NA	-0.328600406646729	0.78756284904334
EFHC1	NA	0.346429824829102	1.0632341569538
ABCF2	NA	0.0269081592559814	0.0486788872561515
FNBP4	NA	0.0892443656921387	0.338228566698075
SLC39A10	NA	-0.217511177062988	0.43843158098075
HIST1H3A	+	-0.946158707141876	1.51709488196001
TREML1	NA	1.07907035946846	0.380179349281046
RAC2	NA	0.0230653285980225	0.0638329653964743
CFL2	NA	-0.0495047569274902	0.101408616942057
SHISA4	NA	0.701483190059662	0.309175365611003
PLEKHM3	+	0.422452688217163	1.75940415533533
TRAFD1	NA	0.053044319152832	0.109831652073717
ZNF862	+	0.856690883636475	3.35360885513723
ZFHX3	NA	0.51702606678009	0.578271782114957
DACT1	NA	0.810639262199402	1.09478431483108
ECE1	NA	-0.0254995822906494	0.0216784162206685
SEC24B	NA	0.148128986358643	0.542626063394272
C2orf47	NA	-0.283062219619751	0.831176613666449
NSMCE1	NA	-0.0017545223236084	0.00407713262019483
PGM3	NA	0.0298366546630859	0.0826002115667984
SLC30A7	NA	0.101053476333618	0.155553364504257
PRPF19	NA	-0.182562351226807	0.772113603100963
PXDN	NA	0.0441304445266724	0.00679538453823384
STX3	NA	0.661504507064819	0.533226740565273
ZNF23	NA	0.620935082435608	0.523608018818182
FMO5	+	0.453213691711426	1.36474617487678
CCT4	NA	-0.161800146102905	0.829996324246696
ECM1	NA	0.292678117752075	0.323782916374237
TUBA1C	NA	-0.182373762130737	0.562535242391581
OARD1	NA	0.193006277084351	0.421241732370722
CD96	NA	-0.0278868675231934	0.0153565173637324
SCYL2	NA	0.218832492828369	0.588957118490209
LARP4B	NA	0.0188164710998535	0.040457994560966
